doc	n_opinions	min	max	average	sd	simplified	0	1	3	4	6	7	8	9	10	11	sign_conflict?
z03526_flashback-32067893	1	3	3	3.0	0.0	0									3		
z01265_flashback-57629296	1	2	2	2.0	0.0	-1							2				
www_aftonbladet_se_debatt_a_OdMV1_rensa-inte-ut-allt-fran-reinfeldts-tid-anna	1	3	3	3.0	0.0	0									3		
z02811_flashback-60268338	1	2	2	2.0	0.0	-1					2						
z00755_flashback-59839456	1	3	3	3.0	0.0	0										3	
z02919_flashback-54706022	1	2	2	2.0	0.0	-1					2						
z03945_flashback-55273057	1	2	2	2.0	0.0	-1					2						
z03989_flashback-17743891	1	2	2	2.0	0.0	-1				2							
z00249_flashback-28454179	1	3	3	3.0	0.0	0								3			
z02476_flashback-54199194	1	4	4	4.0	0.0	1			4								
z00062_flashback-61610366	1	2	2	2.0	0.0	-1										2	
z02779_flashback-19542791	1	3	3	3.0	0.0	0									3		
z01828_flashback-56453871	1	3	3	3.0	0.0	0			3								
z00427_flashback-21352294	1	3	3	3.0	0.0	0						3					
z04080_flashback-13174461	1	4	4	4.0	0.0	1		4									
z02462_flashback-31673976	1	2	2	2.0	0.0	-1							2				
z02127_flashback-57012817	1	1	1	1.0	0.0	-1					1						
z01058_flashback-63465669	1	3	3	3.0	0.0	0							3				
z02528_www_svd_se_lat-lansstyrelsen-ansvara-for-arbetskraftsinvandringen	1	4	4	4.0	0.0	1										4	
z04032_www_svd_se_kd-lidingo-riksdagen-skyfflar-over-problem-pa-oss	1	3	3	3.0	0.0	0		3									
z00707_flashback-34098443	1	2	2	2.0	0.0	-1							2				
z01173_www_aftonbladet_se_debatt_article11621391_ab	1	4	4	4.0	0.0	1									4		
z02466_www_aftonbladet_se_debatt_article19236515_ab	1	3	3	3.0	0.0	0		3									
z00143_flashback-59117707	1	1	1	1.0	0.0	-1										1	
z03310_www_aftonbladet_se_debatt_article12043473_ab	1	2	2	2.0	0.0	-1									2		
z02014_flashback-54679160	1	2	2	2.0	0.0	-1									2		
z01403_flashback-38352066	1	2	2	2.0	0.0	-1										2	
z03606_www_svd_se_migrationsverket-minoriteter-sands-inte-till-norra-irak	1	3	3	3.0	0.0	0								3			
z02200_flashback-45249053	1	4	4	4.0	0.0	1						4					
www_aftonbladet_se_debatt_a_vmzJ1p_hur-kan-skattepengar-ga-till-hatpredikanter	4	1	2	1.5	0.5	-1		2			2				1	1	
z00242_flashback-57759724	1	1	1	1.0	0.0	-1										1	
z03338_flashback-56718194	1	2	2	2.0	0.0	-1										2	
z01913_flashback-55702702	1	2	2	2.0	0.0	-1							2				
z02159_www_aftonbladet_se_debatt_article10255412_ab	1	4	4	4.0	0.0	1										4	
z01754_flashback-61821003	1	2	2	2.0	0.0	-1										2	
z00206_flashback-61084310	1	1	1	1.0	0.0	-1										1	
z00699_www_aftonbladet_se_debatt_article10410984_ab	1	4	4	4.0	0.0	1								4			
z00628_www_aftonbladet_se_debatt_article11489641_ab	1	3	3	3.0	0.0	0									3		
z00550_flashback-6556357	1	2	2	2.0	0.0	-1			2								
z01547_flashback-62195013	1	2	2	2.0	0.0	-1										2	
z03894_www_svd_se_migrationsdebatt-utan-grund-i-statistik	1	4	4	4.0	0.0	1								4			
z03642_flashback-64141723	1	1	1	1.0	0.0	-1								1			
z00878_flashback-35436100	1	4	4	4.0	0.0	1							4				
z04053_flashback-55752359	1	2	2	2.0	0.0	-1		2									
z02941_www_svd_se_gor-inte-om-de-danska-misstagen	1	4	4	4.0	0.0	1									4		
z00935_flashback-60756207	1	2	2	2.0	0.0	-1										2	
z01921_www_svd_se_flyktingbarn-lever-i-rattslig-grazon	1	4	4	4.0	0.0	1						4					
z00259_flashback-37401850	1	1	1	1.0	0.0	-1									1		
z02802_flashback-52092461	1	2	2	2.0	0.0	-1					2						
z03810_flashback-23266210	1	3	3	3.0	0.0	0					3						
z02975_www_svd_se_dabrowski-far-mig-att-lamna-publicistklubben	1	4	4	4.0	0.0	1									4		
z02593_flashback-64045300	1	2	2	2.0	0.0	-1			2								
z01155_flashback-55592431	1	2	2	2.0	0.0	-1					2						
z02077_flashback-61729265	1	1	1	1.0	0.0	-1									1		
z00266_flashback-18808599	1	1	1	1.0	0.0	-1							1				
z03777_flashback-6977841	1	2	2	2.0	0.0	-1								2			
www_aftonbladet_se_debatt_article22871619_ab	6	2	5	3.1666666666666665	1.0671873729054748	1				2	2	3	3	4		5	true
z01254_flashback-50207103	1	2	2	2.0	0.0	-1					2						
z00502_flashback-57083688	1	1	1	1.0	0.0	-1									1		
z02901_flashback-56155423	1	2	2	2.0	0.0	-1					2						
z01599_flashback-58912918	1	4	4	4.0	0.0	1								4			
z02969_flashback-2118807	1	3	3	3.0	0.0	0										3	
z02079_flashback-27207268	1	4	4	4.0	0.0	1		4									
z01233_flashback-56568513	1	2	2	2.0	0.0	-1		2									
www_aftonbladet_se_debatt_article22377594_ab	2	2	3	2.5	0.5	-1									2	3	
z03409_www_svd_se_sd-omprova-fri-vard-for-papperslosa	1	2	2	2.0	0.0	-1									2		
z03653_flashback-42136942	1	1	1	1.0	0.0	-1										1	
z00271_flashback-58186279	1	2	2	2.0	0.0	-1			2								
z03178_flashback-29188411	1	1	1	1.0	0.0	-1			1								
z02496_www_aftonbladet_se_debatt_kronikorer_martinezpeleta_article12421051_ab	1	3	3	3.0	0.0	0					3						
z02274_flashback-63227101	1	2	2	2.0	0.0	-1								2			
z01447_flashback-61679450	1	3	3	3.0	0.0	0									3		
z03400_flashback-37479600	1	1	1	1.0	0.0	-1									1		
z00501_flashback-61414250	1	3	3	3.0	0.0	0								3			
z01882_flashback-50801870	1	2	2	2.0	0.0	-1			2								
z03013_flashback-31264021	1	2	2	2.0	0.0	-1									2		
z00626_www_svd_se_ar-sverige-bast-pa-integration	1	3	3	3.0	0.0	0							3				
z01390_www_aftonbladet_se_debatt_article21376274_ab	1	4	4	4.0	0.0	1						4					
z00499_flashback-36825800	1	1	1	1.0	0.0	-1						1					
z04045_flashback-54735143	1	2	2	2.0	0.0	-1		2									
z00322_flashback-46823356	1	3	3	3.0	0.0	0									3		
z01417_flashback-17704269	1	3	3	3.0	0.0	0						3					
z01558_flashback-62995332	1	1	1	1.0	0.0	-1			1								
z01744_flashback-338837	1	3	3	3.0	0.0	0									3		
z02465_flashback-59877353	1	2	2	2.0	0.0	-1										2	
z00188_flashback-64030839	1	1	1	1.0	0.0	-1										1	
z00152_flashback-28825140	1	1	1	1.0	0.0	-1										1	
z01979_flashback-33489733	1	5	5	5.0	0.0	1										5	
z03706_flashback-60113347	1	1	1	1.0	0.0	-1									1		
z04063_flashback-14790774	1	1	1	1.0	0.0	-1		1									
z02176_flashback-42933622	1	3	3	3.0	0.0	0									3		
z01391_www_svd_se_fel-av-sverige-att-kringga-ratten-till-asyl	1	4	4	4.0	0.0	1							4				
z02167_www_aftonbladet_se_debatt_article22827077_ab	1	3	3	3.0	0.0	0									3		
z02518_flashback-10798933	1	1	1	1.0	0.0	-1									1		
z00940_flashback-62052218	1	2	2	2.0	0.0	-1						2					
z01597_flashback-32383096	1	3	3	3.0	0.0	0						3					
z02230_flashback-61145329	1	1	1	1.0	0.0	-1									1		
z00644_flashback-62396024	1	4	4	4.0	0.0	1							4				
z01463_flashback-55855244	1	2	2	2.0	0.0	-1							2				
z03900_flashback-303616	1	1	1	1.0	0.0	-1					1						
z03495_flashback-27499284	1	2	2	2.0	0.0	-1					2						
z01581_flashback-56114359	1	3	3	3.0	0.0	0								3			
z03603_flashback-63831980	1	2	2	2.0	0.0	-1					2						
z01998_flashback-24480255	1	2	2	2.0	0.0	-1		2									
www_aftonbladet_se_debatt_debattamnen_eu_article18398968_ab	5	3	5	4.0	0.6324555320336759	1					4	4	3	4		5	
z00512_flashback-58728992	1	2	2	2.0	0.0	-1										2	
z02160_flashback-32646485	1	3	3	3.0	0.0	0		3									
z01628_www_svd_se_antalet-hemlosa-vaxer-dramatiskt	1	5	5	5.0	0.0	1									5		
z00457_flashback-33990557	1	3	3	3.0	0.0	0									3		
z02991_www_aftonbladet_se_debatt_article18972623_ab	1	5	5	5.0	0.0	1					5						
z03771_flashback-14638907	1	1	1	1.0	0.0	-1		1									
z01414_flashback-38071284	1	3	3	3.0	0.0	0			3								
z01141_flashback-64148105	1	3	3	3.0	0.0	0									3		
z00912_www_aftonbladet_se_debatt_article19516338_ab	1	3	3	3.0	0.0	0					3						
